name,repo_name,login,contributions
codecentric/spring-boot-admin,codecentric/spring-boot-admin,joshiste,26
hazelcast/hazelcast,hazelcast/hazelcast,viliam-durina,26
zaproxy/zaproxy,zaproxy/zaproxy,zapbot,26
twosigma/beakerx,twosigma/beakerx,benmccann,26
runelite/runelite,runelite/runelite,Sethtroll,26
square/okhttp,square/okhttp,JakeWharton,26
naver/pinpoint,naver/pinpoint,emeroad,26
bazelbuild/bazel,bazelbuild/bazel,katre,26
eclipse/che,eclipse/che,dkuleshov,25
testcontainers/testcontainers-java,testcontainers/testcontainers-java,iNikem,25
JanusGraph/janusgraph,JanusGraph/janusgraph,chupman,25
prestodb/presto,prestodb/presto,ebyhr,25
apache/storm,apache/storm,ptgoetz,25
JanusGraph/janusgraph,JanusGraph/janusgraph,mbrukman,25
apache/zookeeper,apache/zookeeper,phunt,25
apache/beam,apache/beam,dmytroivanov4206,25
apache/beam,apache/beam,echauchot,25
eclipse/che,eclipse/che,artaleks9,25
OpenRefine/OpenRefine,OpenRefine/OpenRefine,ostephens,25
netty/netty,netty/netty,bryce-anderson,25
vespa-engine/vespa,vespa-engine/vespa,mpolden,25
apache/ignite,apache/ignite,agura,24
elastic/elasticsearch,elastic/elasticsearch,liketic,24
vespa-engine/vespa,vespa-engine/vespa,toregge,24
alibaba/fastjson,alibaba/fastjson,wenshao,24
twosigma/beakerx,twosigma/beakerx,EfimovVladimir,24
apache/storm,apache/storm,arunmahadevan,24
JanusGraph/janusgraph,JanusGraph/janusgraph,jerryjch,24
LuckSiege/PictureSelector,LuckSiege/PictureSelector,LuckSiege,24
elastic/elasticsearch,elastic/elasticsearch,romseygeek,24
iBotPeaches/Apktool,iBotPeaches/Apktool,iBotPeaches,24
Netflix/zuul,Netflix/zuul,artgon,24
grpc/grpc-java,grpc/grpc-java,jyane,24
eclipse/che,eclipse/che,olexii4,24
apache/beam,apache/beam,aljoscha,24
Activiti/Activiti,Activiti/Activiti,daisuke-yoshimoto,24
huangyanbin/smartTable,huangyanbin/smartTable,huangyanbin,24
java-native-access/jna,java-native-access/jna,matthiasblaesing,23
hazelcast/hazelcast,hazelcast/hazelcast,burakcelebi,23
shwenzhang/AndResGuard,shwenzhang/AndResGuard,simpleton,23
elastic/elasticsearch,elastic/elasticsearch,hariso,23
LWJGL/lwjgl3,LWJGL/lwjgl3,Spasi,23
neo4j/neo4j,neo4j/neo4j,martinfurmanski,23
twosigma/beakerx,twosigma/beakerx,jaroslawmalekcodete,23
bazelbuild/bazel,bazelbuild/bazel,philwo,23
vespa-engine/vespa,vespa-engine/vespa,aressem,23
spring-projects/spring-boot,spring-projects/spring-boot,vpavic,23
apache/kylin,apache/kylin,lidongsjtu,23
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,raver119,23
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,1109993488,23
crate/crate,crate/crate,andreidan,23
eclipse/che,eclipse/che,AndrienkoAleksandr,23
vespa-engine/vespa,vespa-engine/vespa,arnej27959,23
square/retrofit,square/retrofit,swankjesse,23
bytedeco/javacpp,bytedeco/javacpp,saudet,23
apache/kafka,apache/kafka,umesh9794,23
vespa-engine/vespa,vespa-engine/vespa,gjoranv,23
prestodb/presto,prestodb/presto,losipiuk,23
yanzhenjie/SwipeRecyclerView,yanzhenjie/SwipeRecyclerView,yanzhenjie,23
apache/storm,apache/storm,omkreddy,23
dbeaver/dbeaver,dbeaver/dbeaver,sirber,23
mybatis/mybatis-3,mybatis/mybatis-3,harawata,23
ThirtyDegreesRay/OpenHub,ThirtyDegreesRay/OpenHub,Henry2o1o,23
Alluxio/alluxio,Alluxio/alluxio,biaos,23
zxing/zxing,zxing/zxing,srowen,23
immutables/immutables,immutables/immutables,elucash,23
guardianproject/haven,guardianproject/haven,percy-g2,23
naver/pinpoint,naver/pinpoint,denzelsN,23
keycloak/keycloak,keycloak/keycloak,mposolda,23
reactor/reactor-core,reactor/reactor-core,codecov-io,22
eclipse/che,eclipse/che,vparfonov,22
eclipse/che,eclipse/che,davidwindell,22
hazelcast/hazelcast,hazelcast/hazelcast,kwart,22
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,karyogamy,22
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,TaaviE,22
Qihoo360/RePlugin,Qihoo360/RePlugin,cundong,22
spring-projects/spring-boot,spring-projects/spring-boot,garyrussell,22
oblac/jodd,oblac/jodd,moh-sushi,22
bazelbuild/bazel,bazelbuild/bazel,ittaiz,22
CalebFenton/simplify,CalebFenton/simplify,CalebFenton,22
eugenp/tutorials,eugenp/tutorials,jzheaux,22
libgdx/libgdx,libgdx/libgdx,julienvillegas,22
resilience4j/resilience4j,resilience4j/resilience4j,coveralls,22
apereo/cas,apereo/cas,cifren,22
pagehelper/Mybatis-PageHelper,pagehelper/Mybatis-PageHelper,abel533,22
guardianproject/haven,guardianproject/haven,fat-tire,22
apache/flink,apache/flink,hequn8128,21
apache/storm,apache/storm,agresch,21
prestodb/presto,prestodb/presto,wenleix,21
JakeWharton/ThreeTenABP,JakeWharton/ThreeTenABP,AndroidDeveloperLB,21
apache/beam,apache/beam,aromanenko-dev,21
elasticjob/elastic-job-lite,elasticjob/elastic-job-lite,terrymanu,21
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,agibsonccc,21
Alluxio/alluxio,Alluxio/alluxio,HUWEIWEI0105,21
twosigma/beakerx,twosigma/beakerx,lmitusinski,21
apache/flink,apache/flink,kl0u,21
CalebFenton/simplify,CalebFenton/simplify,AnotherRandomDeveloper,21
google/closure-compiler,google/closure-compiler,brad4d,21
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,gegy1000,21
javaparser/javaparser,javaparser/javaparser,cunhazera,21
google/auto,google/auto,ronshapiro,21
apache/hive,apache/hive,vihangk1,21
grpc/grpc-java,grpc/grpc-java,nddipiazza,21
eugenp/tutorials,eugenp/tutorials,gautamshetty,21
azkaban/azkaban,azkaban/azkaban,HappyRay,21
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,IzzySoft,21
junit-team/junit5,junit-team/junit5,jbduncan,21
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,zloster,21
netty/netty,netty/netty,madgnome,21
neo4j/neo4j,neo4j/neo4j,lutovich,21
apache/kafka,apache/kafka,junrao,21
jenkinsci/jenkins,jenkinsci/jenkins,dwnusbaum,21
apache/kafka,apache/kafka,joel-hamill,21
aurelhubert/ahbottomnavigation,aurelhubert/ahbottomnavigation,aurelhubert,21
tronprotocol/java-tron,tronprotocol/java-tron,styk-tv,21
dbeaver/dbeaver,dbeaver/dbeaver,ruspl-afed,21
apache/cordova-android,apache/cordova-android,infil00p,20
facebook/buck,facebook/buck,jiangty-addepar,20
apereo/cas,apereo/cas,3cdota,20
jenkinsci/jenkins,jenkinsci/jenkins,dtrebbien,20
bazelbuild/bazel,bazelbuild/bazel,davido,20
querydsl/querydsl,querydsl/querydsl,Shredder121,20
eclipse/che,eclipse/che,RomanNikitenko,20
hazelcast/hazelcast,hazelcast/hazelcast,mdogan,20
raphw/byte-buddy,raphw/byte-buddy,wltjr,20
eclipse/che,eclipse/che,gorkem,20
wix/react-native-navigation,wix/react-native-navigation,DanielZlotin,20
apache/incubator-skywalking,apache/incubator-skywalking,peng-yongsheng,20
tronprotocol/java-tron,tronprotocol/java-tron,Rovak,20
JanusGraph/janusgraph,JanusGraph/janusgraph,Lakedaemon,20
netty/netty,netty/netty,carl-mastrangelo,20
sparklemotion/nokogiri,sparklemotion/nokogiri,flavorjones,20
openhab/openhab1-addons,openhab/openhab1-addons,openhab-bot,20
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,elfman,20
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,covers1624,20
spring-projects/spring-boot,spring-projects/spring-boot,igor-suhorukov,20
stanfordnlp/CoreNLP,stanfordnlp/CoreNLP,manning,20
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,AllenCoder,20
woxingxiao/BubbleSeekBar,woxingxiao/BubbleSeekBar,woxingxiao,20
apache/lucene-solr,apache/lucene-solr,fsparv,20
rzwitserloot/lombok,rzwitserloot/lombok,rspilker,20
eclipse/che,eclipse/che,slemeur,20
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,mauriciocolli,20
facebook/buck,facebook/buck,kageiit,20
square/moshi,square/moshi,NightlyNexus,20
mongodb/mongo-java-driver,mongodb/mongo-java-driver,jyemin,20
b3log/symphony,b3log/symphony,88250,20
SeleniumHQ/selenium,SeleniumHQ/selenium,jimevans,20
ReactiveX/RxJava,ReactiveX/RxJava,artem-zinnatullin,19
alibaba/canal,alibaba/canal,agapple,19
mikepenz/AboutLibraries,mikepenz/AboutLibraries,mikepenz,19
square/moshi,square/moshi,feinstein,19
junit-team/junit5,junit-team/junit5,karayv,19
apache/beam,apache/beam,davidcavazos,19
web3j/web3j,web3j/web3j,eepstein,19
grpc/grpc-java,grpc/grpc-java,rmichela,19
jenkinsci/jenkins,jenkinsci/jenkins,olivergondza,19
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,dulimitta,19
hazelcast/hazelcast,hazelcast/hazelcast,dbrimley,19
azkaban/azkaban,azkaban/azkaban,mtrna,19
h2oai/h2o-3,h2oai/h2o-3,mdymczyk,19
junit-team/junit5,junit-team/junit5,signed,19
runelite/runelite,runelite/runelite,SomeoneWithAnInternetConnection,19
hibernate/hibernate-orm,hibernate/hibernate-orm,sebersole,19
keycloak/keycloak,keycloak/keycloak,pskopek,19
jdsjlzx/LRecyclerView,jdsjlzx/LRecyclerView,jdsjlzx,19
google/guava,google/guava,liach,19
termux/termux-app,termux/termux-app,Grimler91,18
hazelcast/hazelcast,hazelcast/hazelcast,jerrinot,18
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,avently,18
runelite/runelite,runelite/runelite,Noremac201,18
apache/incubator-skywalking,apache/incubator-skywalking,zone1511,18
google/gson,google/gson,inder123,18
apache/zeppelin,apache/zeppelin,mebelousov,18
apache/lucene-solr,apache/lucene-solr,dsmiley,18
Polidea/RxAndroidBle,Polidea/RxAndroidBle,martiwi,18
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton,oswaldoacauan,18
apache/zeppelin,apache/zeppelin,karth295,18
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton,MaximKhlobystov,18
google/closure-compiler,google/closure-compiler,MatrixFrog,18
resilience4j/resilience4j,resilience4j/resilience4j,rLitto,18
xetorthio/jedis,xetorthio/jedis,marcosnils,18
hazelcast/hazelcast,hazelcast/hazelcast,hasancelik,18
elastic/elasticsearch,elastic/elasticsearch,dakrone,18
apache/ignite,apache/ignite,dspavlov,18
gephi/gephi,gephi/gephi,anca912,18
google/ExoPlayer,google/ExoPlayer,drhill,18
rstudio/rstudio,rstudio/rstudio,dfalty,18
apache/flink,apache/flink,greghogan,18
eclipse/jetty.project,eclipse/jetty.project,olamy,18
crate/crate,crate/crate,nslater,18
lets-blade/blade,lets-blade/blade,biezhi,18
neo4j/neo4j,neo4j/neo4j,systay,18
facebook/fresco,facebook/fresco,zmroczek,18
apache/kylin,apache/kylin,kyotoYaho,18
alibaba/jvm-sandbox,alibaba/jvm-sandbox,dongchenxu,18
ReactiveX/RxJava,ReactiveX/RxJava,codecov[bot],18
antlr/antlr4,antlr/antlr4,ericvergnaud,17
google/j2objc,google/j2objc,tomball,17
square/javapoet,square/javapoet,ronshapiro,17
apache/rocketmq,apache/rocketmq,zhouxinyu,17
netty/netty,netty/netty,franz1981,17
hazelcast/hazelcast,hazelcast/hazelcast,Holmistr,17
elastic/elasticsearch,elastic/elasticsearch,markharwood,17
spring-projects/spring-framework,spring-projects/spring-framework,pivotal-issuemaster,17
apache/kafka,apache/kafka,andybryant,17
h2oai/h2o-3,h2oai/h2o-3,navdeep-G,17
google/guava,google/guava,cpovirk,17
neo4j/neo4j,neo4j/neo4j,praveenag,17
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,greenlaw110,17
apache/kafka,apache/kafka,Tang8330,17
JakeWharton/ThreeTenABP,JakeWharton/ThreeTenABP,JakeWharton,17
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,pway99,17
react-native-community/react-native-svg,react-native-community/react-native-svg,jskidd3,17
apache/flink,apache/flink,xccui,17
facebook/stetho,facebook/stetho,jasta,17
oblac/jodd,oblac/jodd,codecov[bot],17
bazelbuild/bazel,bazelbuild/bazel,aehlig,17
YoKeyword/Fragmentation,YoKeyword/Fragmentation,quanquan521,17
apache/kafka,apache/kafka,edoardocomar,16
neo4j/neo4j,neo4j/neo4j,SaschaPeukert,16
elastic/elasticsearch,elastic/elasticsearch,tvernum,16
Activiti/Activiti,Activiti/Activiti,balsarori,16
tronprotocol/java-tron,tronprotocol/java-tron,zhaohong,16
alibaba/fastjson,alibaba/fastjson,kimmking,16
bazelbuild/bazel,bazelbuild/bazel,aj-michael,16
davemorrissey/subsampling-scale-image-view,davemorrissey/subsampling-scale-image-view,davemorrissey,16
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,rwillett,16
kabouzeid/Phonograph,kabouzeid/Phonograph,kabouzeid,16
guardianproject/haven,guardianproject/haven,lukeswitz,16
mockito/mockito,mockito/mockito,marcphilipp,16
querydsl/querydsl,querydsl/querydsl,reegnz,16
apache/ignite,apache/ignite,slukyano,16
prestodb/presto,prestodb/presto,redandblack1899,16
apache/beam,apache/beam,huygaa11,16
apache/beam,apache/beam,reuvenlax,16
springfox/springfox,springfox/springfox,MaksimOrlov,16
apereo/cas,apereo/cas,coveralls,16
koral--/android-gif-drawable,koral--/android-gif-drawable,koral--,16
orientechnologies/orientdb,orientechnologies/orientdb,blueAnger,16
google/guava,google/guava,martinfrancois,16
JanusGraph/janusgraph,JanusGraph/janusgraph,pluradj,16
NanoHttpd/nanohttpd,NanoHttpd/nanohttpd,LordFokas,16
apache/beam,apache/beam,youngoli,16
pili-engineering/PLDroidPlayer,pili-engineering/PLDroidPlayer,Greathfs,16
elastic/elasticsearch,elastic/elasticsearch,PnPie,16
apache/flink,apache/flink,zhangminglei,15
huangyanbin/smartTable,huangyanbin/smartTable,zhouzhuo810,15
wix/react-native-navigation,wix/react-native-navigation,danielang,15
arduino/Arduino,arduino/Arduino,matthijskooijman,15
ctripcorp/apollo,ctripcorp/apollo,lepdou,15
floragunncom/search-guard,floragunncom/search-guard,floragunncom,15
hazelcast/hazelcast,hazelcast/hazelcast,emre-aydin,15
spring-projects/spring-boot,spring-projects/spring-boot,eddumelendez,15
testcontainers/testcontainers-java,testcontainers/testcontainers-java,jochenhebbrecht,15
wix/react-native-navigation,wix/react-native-navigation,Moreno97,15
spring-projects/spring-boot,spring-projects/spring-boot,pivotal-issuemaster,15
google/gson,google/gson,JakeWharton,15
Piasy/BigImageViewer,Piasy/BigImageViewer,Piasy,15
gitpitch/gitpitch,gitpitch/gitpitch,gitpitch,15
hazelcast/hazelcast,hazelcast/hazelcast,Mak-Sym,15
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,Boundarybreaker,15
spring-projects/spring-boot,spring-projects/spring-boot,dsyer,15
netty/netty,netty/netty,laosijikaichele,15
vespa-engine/vespa,vespa-engine/vespa,smorgrav,15
prestodb/presto,prestodb/presto,ggilfb,15
apache/flink,apache/flink,suez1224,15
gotev/android-upload-service,gotev/android-upload-service,gotev,15
pmd/pmd,pmd/pmd,rsoesemann,15
web3j/web3j,web3j/web3j,codecov[bot],15
eclipse/che,eclipse/che,mkuznyetsov,15
neo4j/neo4j,neo4j/neo4j,spacecowboy,15
luckybilly/CC,luckybilly/CC,luckybilly,15
mikepenz/FastAdapter,mikepenz/FastAdapter,AllanWang,15
pockethub/PocketHub,pockethub/PocketHub,Meisolsson,15
azkaban/azkaban,azkaban/azkaban,kunkun-tang,15
bazelbuild/bazel,bazelbuild/bazel,excavador,15
h2oai/h2o-3,h2oai/h2o-3,rpeck,15
apereo/cas,apereo/cas,leleuj,15
alibaba/atlas,alibaba/atlas,hwjump,15
gocd/gocd,gocd/gocd,akshaydewan,15
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,yuzhiqiang1993,15
Graylog2/graylog2-server,Graylog2/graylog2-server,kmerz,15
apache/flink,apache/flink,EronWright,14
netty/netty,netty/netty,slandelle,14
apache/hive,apache/hive,sankarh,14
bazelbuild/bazel,bazelbuild/bazel,cushon,14
dbeaver/dbeaver,dbeaver/dbeaver,jerherder,14
google/guava,google/guava,ronshapiro,14
spring-projects/spring-framework,spring-projects/spring-framework,snicoll,14
apache/zeppelin,apache/zeppelin,necosta,14
elastic/elasticsearch,elastic/elasticsearch,andyb-elastic,14
apache/hive,apache/hive,anishek,14
gocd/gocd,gocd/gocd,marques-work,14
facebook/buck,facebook/buck,ttsugriy,14
google/closure-compiler,google/closure-compiler,ChadKillingsworth,14
apache/beam,apache/beam,markflyhigh,14
dropwizard/dropwizard,dropwizard/dropwizard,FredDeschenes,14
FasterXML/jackson-databind,FasterXML/jackson-databind,rwinch,14
AriaLyy/Aria,AriaLyy/Aria,yangbiyao,14
jenkinsci/jenkins,jenkinsci/jenkins,jtnord,14
eclipse/che,eclipse/che,ibuziuk,14
prestodb/presto,prestodb/presto,raghavsethi,14
cryptomator/cryptomator,cryptomator/cryptomator,overheadhunter,14
naman14/Timber,naman14/Timber,naman14,14
jMonkeyEngine/jmonkeyengine,jMonkeyEngine/jmonkeyengine,pspeed42,14
jenkinsci/jenkins,jenkinsci/jenkins,mikecirioli,14
seven332/EhViewer,seven332/EhViewer,seven332,14
lettuce-io/lettuce-core,lettuce-io/lettuce-core,acmcelwee,14
apache/beam,apache/beam,vectorijk,14
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,Abastro,14
oracle/graal,oracle/graal,vjovanov,14
HoraApps/LeafPic,HoraApps/LeafPic,dnldsht,14
luckybilly/CC,luckybilly/CC,currer,14
square/javapoet,square/javapoet,sormuras,14
apache/hive,apache/hive,jcamachor,14
LitePalFramework/LitePal,LitePalFramework/LitePal,guolindev,14
scribejava/scribejava,scribejava/scribejava,kullfar,14
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,josephcsible,14
bazelbuild/bazel,bazelbuild/bazel,rongjiecomputer,14
junit-team/junit5,junit-team/junit5,codecov[bot],14
siacs/Conversations,siacs/Conversations,daivat15,14
apache/beam,apache/beam,rangadi,14
abel533/Mapper,abel533/Mapper,CarlJia,14
Alluxio/alluxio,Alluxio/alluxio,elonake,14
bazelbuild/bazel,bazelbuild/bazel,edbaunton,14
google/closure-compiler,google/closure-compiler,blickly,14
xuxueli/xxl-job,xuxueli/xxl-job,xuxueli,14
languagetool-org/languagetool,languagetool-org/languagetool,f-knorr,14
lingochamp/FileDownloader,lingochamp/FileDownloader,Jeffin21,13
apache/storm,apache/storm,srishtyagrawal,13
pqpo/SmartCropper,pqpo/SmartCropper,pqpo,13
jenkinsci/jenkins,jenkinsci/jenkins,LinuxSuRen,13
spring-projects/spring-framework,spring-projects/spring-framework,rstoyanchev,13
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,maufl,13
apache/zeppelin,apache/zeppelin,matyix,13
Graylog2/graylog2-server,Graylog2/graylog2-server,jalogisch,13
AltBeacon/android-beacon-library,AltBeacon/android-beacon-library,davidgyoung,13
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,daviddenton,13
neo4j/neo4j,neo4j/neo4j,OliviaYtterbrink,13
guolindev/booksource,guolindev/booksource,guolindev,13
JanusGraph/janusgraph,JanusGraph/janusgraph,twilmes,13
spring-projects/spring-boot,spring-projects/spring-boot,rstoyanchev,13
mikepenz/MaterialDrawer,mikepenz/MaterialDrawer,FelixMittermeier,13
rest-assured/rest-assured,rest-assured/rest-assured,johanhaleby,13
AsyncHttpClient/async-http-client,AsyncHttpClient/async-http-client,coutoPL,13
SonarSource/sonarqube,SonarSource/sonarqube,teryk,13
keycloak/keycloak,keycloak/keycloak,patriot1burke,13
spring-projects/spring-boot,spring-projects/spring-boot,mederly,13
greenrobot/EventBus,greenrobot/EventBus,greenrobot-team,13
eclipse/jetty.project,eclipse/jetty.project,WalkerWatch,13
shwenzhang/AndResGuard,shwenzhang/AndResGuard,hehonghui,13
spring-projects/spring-petclinic,spring-projects/spring-petclinic,pivotal-issuemaster,13
neo4j/neo4j,neo4j/neo4j,ali-ince,13
eclipse/che,eclipse/che,ashumilova,13
jenkinsci/jenkins,jenkinsci/jenkins,alonbl,13
spring-projects/spring-framework,spring-projects/spring-framework,jhoeller,13
google/auto,google/auto,eamonnmcmanus,13
languagetool-org/languagetool,languagetool-org/languagetool,Discostu36,13
apache/kafka,apache/kafka,lahabana,13
apache/storm,apache/storm,erikdw,13
robinhood/ticker,robinhood/ticker,jinatonic,13
eclipse/jetty.project,eclipse/jetty.project,ableasdale,13
oldmanpushcart/greys-anatomy,oldmanpushcart/greys-anatomy,oldmanpushcart,13
elastic/elasticsearch,elastic/elasticsearch,clintongormley,13
twosigma/beakerx,twosigma/beakerx,piorek,13
jOOQ/jOOQ,jOOQ/jOOQ,er1c,13
resilience4j/resilience4j,resilience4j/resilience4j,jansyk13,13
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,aleksei-ai,13
elastic/elasticsearch,elastic/elasticsearch,spinscale,13
apache/beam,apache/beam,sduskis,13
apache/flink,apache/flink,dawidwys,12
square/javapoet,square/javapoet,JakeWharton,12
gocd/gocd,gocd/gocd,yankurk,12
tronprotocol/java-tron,tronprotocol/java-tron,ruchern,12
apache/storm,apache/storm,satishd,12
google/ExoPlayer,google/ExoPlayer,xiaoyepadzhang,12
languagetool-org/languagetool,languagetool-org/languagetool,janschreiber,12
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,HoldYourWaffle,12
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,igorKryvenko,12
openzipkin/zipkin,openzipkin/zipkin,Logic-32,12
spring-projects/spring-boot,spring-projects/spring-boot,spring-issuemaster,12
square/picasso,square/picasso,JakeWharton,12
netty/netty,netty/netty,tsegismont,12
uber/AutoDispose,uber/AutoDispose,kageiit,12
eclipse/che,eclipse/che,davidfestal,12
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton,tylercopeland,12
resilience4j/resilience4j,resilience4j/resilience4j,danielimre,12
pili-engineering/PLDroidPlayer,pili-engineering/PLDroidPlayer,Flhawker,12
zaproxy/zaproxy,zaproxy/zaproxy,brittag,12
Graylog2/graylog2-server,Graylog2/graylog2-server,no-response[bot],12
eclipse/jetty.project,eclipse/jetty.project,jmcc0nn3ll,12
jenkinsci/jenkins,jenkinsci/jenkins,recena,12
apache/cassandra,apache/cassandra,jasobrown,12
guardianproject/haven,guardianproject/haven,mig5,12
eugenp/tutorials,eugenp/tutorials,ramansahasi,12
apache/hive,apache/hive,alanfgates,12
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,brenuart,12
