Source,Target,Weight
linkedin/databus,davidvit,1
dbeaver/dbeaver,knoxyz,1
81813780/AVLoadingIndicatorView,Pranoy1c,1
ReactiveX/RxAndroid,huangruiLearn,1
brettwooldridge/HikariCP,grillorafael,1
oracle/graal,chrisseaton,1
keycloak/keycloak,iigorr,1
react-native-community/react-native-video,dayudodo,1
skylot/jadx,Qrilee,1
java-native-access/jna,wltjr,1
crazyandcoder/citypicker,lamandys,1
wix/react-native-navigation,simonmitchell,1
siacs/Conversations,jkrenzer,1
PhilJay/MPAndroidChart,kamilj,1
google/ExoPlayer,jazimm,1
google/google-authenticator,Brianetta,1
facebook/litho,IgorGanapolsky,1
Netflix/eureka,fredboutin,1
crazycodeboy/react-native-splash-screen,supermanxiacheng,1
rstudio/rstudio,Sudhansu1989,1
oblac/jodd,zqq90,1
elastic/elasticsearch,antboll,1
neo4j/neo4j,lhesterberg,1
SeleniumHQ/selenium,llaskin,1
jersey/jersey,cocobey73,1
amirzaidi/Launcher3,paulocns,1
dbeaver/dbeaver,chrisdabel,1
netty/netty,jamiemchow,1
google/guice,lextiz,1
orientechnologies/orientdb,futureglorydev,1
firebase/quickstart-android,jermainec,1
code4craft/webmagic,xieahui,1
MinecraftForge/MinecraftForge,Cyprex,1
material-components/material-components-android,pingpongboss,1
JakeWharton/butterknife,configurer,1
firebase/quickstart-android,himangipatel,1
apache/kylin,AIKiller,1
journeyapps/zxing-android-embedded,romaopedro,1
google/auto,matan129,1
hazelcast/hazelcast,bhagathk,1
Netflix/eureka,JavierOrtuno,1
square/moshi,u-nation,1
umano/AndroidSlidingUpPanel,komayip,1
elastic/elasticsearch,vgrange,1
spockframework/spock,OsaSoft,1
junit-team/junit5,jlink,1
thingsboard/thingsboard,ram1505,1
TechEmpower/FrameworkBenchmarks,hiyelbaz,1
lingochamp/FileDownloader,didikeeLunaon,1
amirzaidi/Launcher3,tusharsoni08,1
bazelbuild/bazel,ddwolf,1
apache/kafka,gitlw,1
FasterXML/jackson-databind,thebehera,1
rzwitserloot/lombok,cleciusjm,1
owncloud/android,nasli,1
ReactiveX/RxJava,skpaik,1
square/okhttp,gkrists,1
oracle/graal,cboddy,1
firebase/quickstart-android,GiHutb,1
google/tink,jedi-tester,1
JakeWharton/butterknife,kylannjohnson,1
skylot/jadx,Smalceson,1
elastic/elasticsearch,dmzgxl,1
jeasonlzy/okhttp-OkGo,a237112263,1
eclipse/che,gregar,1
bumptech/glide,ygnessin,1
arcadefire/nice-spinner,hyy12345678,1
ReactiveX/RxJava,Zhuinden,1
react-native-community/react-native-svg,deantes,1
apache/hadoop,gehaijiang,1
greenrobot/greenDAO,wangyuan0217,1
ReactiveX/RxJava,ValCanBuild,1
pmd/pmd,kenji21,1
termux/termux-app,blowUA,1
florent37/CameraFragment,einschneidend,1
gephi/gephi,vitorhorta,1
rzwitserloot/lombok,nuessgens,1
hibernate/hibernate-orm,langfr,1
socketio/socket.io-client-java,efkan,1
cryptomator/cryptomator,ray-mints,1
crazycodeboy/react-native-splash-screen,ABKZR,1
rabbitmq/rabbitmq-tutorials,SamyGhannad,1
dbeaver/dbeaver,BertieFulton,1
alibaba/fastjson,likaimelody,1
aurelhubert/ahbottomnavigation,bismert,1
Qihoo360/RePlugin,qingyongai,1
oracle/opengrok,Suwadith,1
tronprotocol/java-tron,jameslouiz,1
rstudio/rstudio,harryprince,1
Activiti/Activiti,mteodori,1
youth5201314/banner,yangjinke,1
thingsboard/thingsboard,thangarajan8,1
DrKLO/Telegram,Bubu,1
tronprotocol/java-tron,Rydesaur,1
springfox/springfox,Kev1nDwx,1
dropwizard/metrics,jplock,1
reactor/reactor-core,Azbesciak,1
square/leakcanary,ckwcc,1
signalapp/Signal-Android,jimbudarz,1
tronprotocol/java-tron,fayimora,1
PhilJay/MPAndroidChart,trashCoder555,1
Justson/AgentWeb,DuoLa512,1
alibaba/fastjson,ywlLinux,1
jeasonlzy/NineGridView,ZongXiaoRu,1
zo0r/react-native-push-notification,zootopia106,1
hibernate/hibernate-orm,randymay,1
arcadefire/nice-spinner,baohexin,1
alibaba/atlas,sony9997,1
Qihoo360/RePlugin,WalkerGH,1
CarGuo/GSYVideoPlayer,ruzhan123,1
runelite/runelite,Shadowrs,1
jersey/jersey,rajucet11,1
spring-cloud/spring-cloud-netflix,rworsnop,1
naver/pinpoint,FredDeschenes,1
android10/Android-CleanArchitecture,Deep21,1
MiguelCatalan/MaterialSearchView,niharikasah,1
apereo/cas,thinijeya,1
react-native-community/react-native-svg,xutm,1
cryptomator/cryptomator,TommiG2,1
keycloak/keycloak,blazejkw,1
react-native-community/react-native-camera,qq326646683,1
square/okhttp,hidroh,1
wix/react-native-navigation,martincarrera,1
elye/loaderviewlibrary,elye,1
evant/gradle-retrolambda,cahyofendhi,1
AriaLyy/Aria,Losefeather,1
square/leakcanary,oynix,1
openhab/openhab1-addons,hefn,1
dropwizard/dropwizard,vvondra,1
YoKeyword/Fragmentation,Gundam0079,1
davemorrissey/subsampling-scale-image-view,tranminhlan,1
libgdx/libgdx,khorinis91,1
square/retrofit,mneckoee,1
tronprotocol/java-tron,yangboz,1
daimajia/AndroidViewHover,tahafarooqui,1
H07000223/FlycoTabLayout,magic0908,1
WritingMinds/ffmpeg-android-java,sagartrehan,1
airbnb/native-navigation,hotchemi,1
orientechnologies/orientdb,joshmalina,1
Freeyourgadget/Gadgetbridge,bdfy,1
Netflix/zuul,holy12345,1
ReactiveX/RxJava,eventualbuddha,1
avast/android-butterknife-zelezny,d3x773r,1
willowtreeapps/spruce-android,prscX,1
perwendel/spark,tauraamui,1
skylot/jadx,Ju5tDave,1
guolindev/booksource,Chulinet,1
openzipkin/zipkin,jcchavezs,1
eugenp/tutorials,christopherfranklin,1
scribejava/scribejava,graves501,1
firebase/quickstart-android,satendrarocks,1
Freeyourgadget/Gadgetbridge,asardaes,1
bm-x/PhotoView,xuekaiqi,1
cryptomator/cryptomator,AndreySu,1
ChrisRM/material-theme-jetbrains,artemirq,1
tronprotocol/java-tron,myrual,1
xuxueli/xxl-job,zhuSilence,1
gocd/gocd,JosephKiranBabu,1
shuzheng/zheng,liuxianfa520,1
brianway/java-learning,457553067,1
wix/react-native-navigation,marshome,1
dbeaver/dbeaver,dellasavia,1
Tencent/tinker,mmd-panda,1
naman14/Timber,ghovmand,1
crazycodeboy/react-native-splash-screen,6axter82,1
moezbhatti/qksms,Fabrice35,1
ctripcorp/apollo,jqwang,1
MyCATApache/Mycat-Server,xuanzi200,1
eclipse/jetty.project,deridex,1
airbnb/lottie-android,maxi182,1
dbeaver/dbeaver,fedelepiz,1
code4craft/webmagic,jqsl2012,1
openhab/openhab1-addons,martenss,1
prestodb/presto,rajivchodisetti,1
huburt-Hu/NewbieGuide,zhaoziliang01,1
airbnb/epoxy,vikrama,1
antlr/antlr4,alainmarcel,1
XRecyclerView/XRecyclerView,AwinHe,1
journeyapps/zxing-android-embedded,pierreduchemin,1
SeleniumHQ/selenium,ShilpaAJ,1
seven332/EhViewer,harryhzg,1
skylot/jadx,kristoof,1
weibocom/motan,ruijing,1
skylot/jadx,CrotchFrog,1
eclipse/jetty.project,wakkow,1
zagum/Android-SwitchIcon,zagum,1
square/retrofit,mhkubaid,1
airbnb/lottie-android,happymario,1
neo4j/neo4j,cloudhuang,1
material-components/material-components-android,dsn5ft,1
eclipse/jetty.project,bkrieger,1
apache/ignite,abeliak,1
apache/kafka,viktorsomogyi,1
crazycodeboy/react-native-splash-screen,otoinsa,1
jeasonlzy/okhttp-OkGo,Ycocol,1
bumptech/glide,he4330937,1
hazelcast/hazelcast,mehmetsunkur,1
zhihu/Matisse,kinglin520,1
jgilfelt/android-sqlite-asset-helper,AlexandreLoub,1
asLody/VirtualApp,liupeng110,1
prestodb/presto,anandantrendwise,1
wix/react-native-navigation,adamski,1
square/retrofit,wdeo3601,1
elastic/elasticsearch,rupanjanbaidya,1
rstudio/rstudio,jennybc,1
square/okhttp,denis-zhdanov,1
JakeWharton/butterknife,kassim,1
zxing/zxing,Humilton,1
google/ExoPlayer,HugoSaintLaurent,1
hyb1996/Auto.js,chr233,1
wix/react-native-navigation,DiederikvandenB,1
react-native-community/react-native-camera,radifans,1
json-path/JsonPath,michalbcz,1
jersey/jersey,kevinconaway,1
futuresimple/android-floating-action-button,Ahsan221B,1
spring-cloud/spring-cloud-netflix,zhouze1992,1
CarGuo/GSYVideoPlayer,548986,1
romandanylyk/PageIndicatorView,shuxinhuang,1
alibaba/fastjson,cqdavidwei,1
SeleniumHQ/selenium,Venkatabalaji90,1
facebook/stetho,heronghua,1
yhaolpz/FloatWindow,yuyu06,1
confluentinc/ksql,sfrehse,1
spring-cloud/spring-cloud-netflix,GhaTMA,1
apache/kafka,wlsc,1
chennaione/sugar,pdivita,1
BaronZ88/MinimalistWeather,csrbzhb,1
Microsoft/malmo,Alex-2Pi,1
alibaba/druid,helloworlde,1
react-native-community/react-native-camera,seegurkegr,1
pmd/pmd,ben-manes,1
novoda/android-demos,danybony,1
JessYanCoding/MVPArms,cxmmxc,1
objectbox/objectbox-java,Oo121oO,1
elastic/elasticsearch,fpompermaier,1
MindorksOpenSource/android-interview-questions,AdityaAnand1,1
bazelbuild/bazel,iphydf,1
bumptech/glide,pranavmoyal,1
stephanenicolas/robospice,stephanenicolas,1
keycloak/keycloak,k-tamura,1
junit-team/junit5,catalin-cretu,1
wasabeef/glide-transformations,johnaziz57,1
square/picasso,foxcode7,1
xuxueli/xxl-job,dhyang,1
google/ExoPlayer,jboisjo,1
chrisjenx/Calligraphy,chrisfoulds,1
square/retrofit,demo-Ashif,1
PhilJay/MPAndroidChart,ako2345,1
sparklemotion/nokogiri,gogocurtis,1
libgdx/libgdx,shdwfghtr,1
cymcsg/UltimateRecyclerView,cymcsg,1
react-native-community/react-native-camera,chhornponleu,1
gitpitch/gitpitch,KalleDK,1
cryptomator/cryptomator,hb0,1
swagger-api/swagger-core,myok12,1
eirslett/frontend-maven-plugin,jlarroque,1
FinalTeam/RxGalleryFinal,qq296216078,1
SeleniumHQ/selenium,w0ut0,1
facebook/buck,cwoodwar6,1
linkedin/rest.li,loloMui,1
lingochamp/FileDownloader,yang0000meng,1
eugenp/tutorials,deep20jain,1
aws/aws-sdk-java,polarlights,1
apache/zeppelin,sjoerdmulder,1
wix/react-native-navigation,mwildehahn,1
elastic/elasticsearch,daboom,1
JakeWharton/butterknife,j796160836,1
Yalantis/Horizon,cyorobert,1
codecentric/spring-boot-admin,kumarganesh2814,1
mockito/mockito,Budincsevity,1
arduino/Arduino,oly99,1
objectbox/objectbox-java,hushengjun,1
google/physical-web,bradmurray,1
brianway/java-learning,cchangee,1
crazycodeboy/react-native-splash-screen,dreamsk,1
dbeaver/dbeaver,MohamedAmineB,1
SeleniumHQ/selenium,jugglinmike,1
react-native-community/react-native-video,zkeyword,1
SeleniumHQ/selenium,StephenPCG,1
deano2390/MaterialShowcaseView,grout-r,1
elastic/elasticsearch,yiliaofan,1
dbeaver/dbeaver,arychand282,1
crate/crate,christianbader,1
square/javapoet,yanzhenjie,1
gyf-dev/ImmersionBar,ChristChild0830,1
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,pdfernhout,1
jeasonlzy/okhttp-OkGo,mmdet,1
gyf-dev/ImmersionBar,amartcoder,1
MyCATApache/Mycat-Server,K-Hades,1
wix/react-native-navigation,aemdy,1
react-native-community/react-native-video,itinance,1
perwendel/spark,haspriyank,1
NLPchina/elasticsearch-sql,sujun891020,1
eclipse/jetty.project,kriss-s,1
signalapp/Signal-Android,PCSmith,1
google/ExoPlayer,deepaksime,1
testcontainers/testcontainers-java,dadoonet,1
elastic/elasticsearch,cyberstorm256,1
prolificinteractive/material-calendarview,nofal-barefoot,1
davideas/FlexibleAdapter,jcuypers,1
zhihu/Matisse,shrivastavaanurag,1
alibaba/atlas,CLAassistant,1
zhihu/Matisse,haoxunwang,1
facebook/buck,runningcode,1
elastic/elasticsearch,ideadapt,1
JohnPersano/SuperToasts,MatheusDinni,1
jamesdbloom/mockserver,anonfriese,1
siacs/Conversations,KillyMXI,1
eirslett/frontend-maven-plugin,andrea-ligios,1
arduino/Arduino,narinaviation,1
yipianfengye/android-zxingLibrary,s123Simple,1
CymChad/BaseRecyclerViewAdapterHelper,dedeTao,1
apache/zeppelin,AhyoungRyu,1
dropwizard/metrics,dpursehouse,1
square/dagger,tbroyer,1
florent37/CameraFragment,andrian1311,1
yasserg/crawler4j,sixblades,1
dbeaver/dbeaver,etbres,1
alibaba/DataX,drag0nglass,1
davideas/FlexibleAdapter,skimarxall,1
flyway/flyway,segfaultcoredump,1
dropwizard/dropwizard,frederic-h,1
tronprotocol/java-tron,davendersingh76,1
Freeyourgadget/Gadgetbridge,Prinz23,1
thingsboard/thingsboard,ethicstechOSS,1
mongodb/mongo-java-driver,jpstotz,1
xuxueli/xxl-job,zzhdi,1
apereo/cas,turkishcrew,1
jersey/jersey,jftsunami,1
dbeaver/dbeaver,rperre,1
apache/storm,dvehar,1
processing/processing,myNameGJJ,1
grpc/grpc-java,KarlZhaoQiMing,1
NLPchina/elasticsearch-sql,joseleperez,1
apache/flink,wenlong88,1
spotify/docker-maven-plugin,caipre,1
PhilJay/MPAndroidChart,gokulbalakrishnan,1
pmd/pmd,mkeller-ergon,1
rstudio/rstudio,bvhest,1
TechEmpower/FrameworkBenchmarks,schien-dong,1
gocd/gocd,ccsalway,1
alibaba/druid,7040210,1
objectbox/objectbox-java,yocn,1
spring-projects/spring-boot,BastianVoigt,1
topjohnwu/Magisk,hokheeheng,1
firebase/quickstart-android,googlebot,1
cSploit/android,SuperOP535,1
jersey/jersey,joshdcollins,1
swagger-api/swagger-core,thoduerr,1
Netflix/zuul,mirak94,1
uber/AutoDispose,akarnokd,1
alibaba/vlayout,SunxiaoyaoHHL,1
querydsl/querydsl,RazmikMkrtchyan,1
TeamNewPipe/NewPipe,tleydxdy,1
bazelbuild/bazel,nclinger,1
ChadCSong/ShineButton,hitech95,1
Konloch/bytecode-viewer,xloem,1
TeamNewPipe/NewPipe,gutosurrex,1
apache/kafka,derrickdoo,1
mikepenz/FastAdapter,kusyjan,1
scwang90/SmartRefreshLayout,yyBetter,1
bazelbuild/bazel,ttsugriy,1
spring-projects/spring-boot,eltonyuen,1
wix/react-native-navigation,nebsi04,1
bazelbuild/bazel,davidstanke,1
realm/realm-java,myproject,1
eirslett/frontend-maven-plugin,Tagar,1
crazycodeboy/TakePhoto,OCNYang,1
PhilJay/MPAndroidChart,thibbo,1
wasabeef/recyclerview-animators,kvipul,1
Devlight/InfiniteCycleViewPager,MikelCalvo,1
XRecyclerView/XRecyclerView,suchengjian,1
react-native-community/react-native-video,oguennec,1
swagger-api/swagger-core,tsiq-karold,1
prolificinteractive/material-calendarview,Ceddi23,1
eugenp/tutorials,ozlerhakan,1
Graylog2/graylog2-server,123dev,1
naver/pinpoint,zhangzhaoyu,1
davemorrissey/subsampling-scale-image-view,m4rkus,1
querydsl/querydsl,htjo,1
hibernate/hibernate-orm,winterbe,1
Netflix/eureka,tjuchniewicz,1
bazelbuild/bazel,hhclam,1
facebook/react-native-fbsdk,Titozzz,1
jeasonlzy/ImagePicker,xzg8023,1
facebook/fresco,v-b-r,1
raphw/byte-buddy,ascrutae,1
qstumn/BadgeView,wonxll,1
JakeWharton/butterknife,XiaoDuZi,1
Qihoo360/RePlugin,hexianren,1
gongwen/MarqueeViewLibrary,caoanqi,1
spring-projects/spring-boot,marconfus,1
square/okhttp,zqHero,1
SeleniumHQ/selenium,mkvetko,1
rzwitserloot/lombok,grimly,1
gocd/gocd,jackTheRipper,1
google/ExoPlayer,kathylin,1
Meituan-Dianping/Robust,Jekriada,1
alibaba/jvm-sandbox,DongyeBaima,1
rabbitmq/rabbitmq-tutorials,pivotal-issuemaster,1
jfoenixadmin/JFoenix,Hades85,1
apereo/cas,prigaux,1
apache/kylin,shuiqing301,1
abel533/Mapper,jacarrichan,1
RobotiumTech/robotium,cmlanche,1
DylanVann/react-native-fast-image,ewalti,1
google/ExoPlayer,Gobi1989,1
azkaban/azkaban,sridharpothamsetti,1
rzwitserloot/lombok,ldeck,1
hankcs/HanLP,songfj,1
zhihu/Matisse,jacknonebug,1
alibaba/fastjson,velowang,1
CymChad/BaseRecyclerViewAdapterHelper,Jessiqi,1
AsyncHttpClient/async-http-client,ayanamist,1
apache/cordova-android,jcesarmobile,1
CymChad/BaseRecyclerViewAdapterHelper,Dpuntu,1
oracle/opengrok,shyoshiz,1
youth5201314/banner,lovesunflower,1
spring-projects/spring-boot,GeorgeBarbosa,1
spring-projects/spring-boot,FelixRiemann,1
oracle/opengrok,chrisseaton,1
scwang90/SmartRefreshLayout,robin91,1
prolificinteractive/material-calendarview,tsdmrfth,1
FasterXML/jackson-databind,0megaD,1
jhy/jsoup,JohnSmith9527,1
rzwitserloot/lombok,ajeet0203,1
google/ExoPlayer,DevDroid01,1
apache/cordova-android,BBosman,1
netty/netty,hhcan,1
realm/realm-java,kuno,1
facebook/fresco,PalDhv,1
sharish/ShimmerRecyclerView,sharish,1
neo4j/neo4j,billscheidel,1
davideas/FlexibleAdapter,AlexisQapa,1
elastic/elasticsearch,calvinpss,1
Justson/AgentWeb,kairsath,1
greenrobot/EventBus,ramiws,1
wyouflf/xUtils3,shenqinwei,1
square/retrofit,tarunnickelfox,1
react-native-community/react-native-blur,sandroferrari,1
iSoron/uhabits,mrgoodrich,1
Qihoo360/RePlugin,T-mans,1
bytedeco/javacv,Solony,1
spring-cloud/spring-cloud-netflix,hcxin,1
requery/requery,stepbeek,1
TeamNewPipe/NewPipe,teod0r,1
alibaba/jstorm,vipsql,1
react-native-community/react-native-camera,matias91,1
skylot/jadx,MrNeonRed,1
jdsjlzx/LRecyclerView,wwluo14,1
M66B/NetGuard,zhkl0228,1
PhilJay/MPAndroidChart,inambutt487,1
tronprotocol/java-tron,olenheim,1
spring-projects/spring-boot,Hronom,1
kabouzeid/Phonograph,ildar,1
openhab/openhab1-addons,bergminze,1
youth5201314/banner,ArcherLucky,1
ReactiveX/RxAndroid,dlew,1
Tencent/VasSonic,richieli,1
android10/Android-CleanArchitecture,drayan85,1
nostra13/Android-Universal-Image-Loader,Neamar,1
alibaba/fastjson,wenzuowei110,1
mockito/mockito,epkugelmass,1
tronprotocol/java-tron,diagprov,1
apache/incubator-skywalking,young001,1
TeamNewPipe/NewPipe,JuniorJPDJ,1
prestodb/presto,sajjoseph,1
NLPchina/elasticsearch-sql,lrc163,1
PhilJay/MPAndroidChart,SWAVIS,1
google/guava,guai,1
wix/react-native-navigation,solodream,1
dbeaver/dbeaver,carlosherranz,1
bazelbuild/bazel,novabyte,1
bytedeco/javacpp,AlexDBlack,1
bazelbuild/bazel,alex-xnor,1
alibaba/jvm-sandbox,joeyzhu0422,1
springfox/springfox,sumane123,1
JakeWharton/ThreeTenABP,dlew,1
youth5201314/banner,lizuojing,1
aurelhubert/ahbottomnavigation,vanpana,1
SeleniumHQ/selenium,mamohanc,1
react-native-community/react-native-video,DIVIBEAR,1
bazelbuild/bazel,YURIJTJ,1
crate/crate,bolobox,1
google/ExoPlayer,jorgevila,1
abel533/Mapper,pickjob,1
deeplearning4j/deeplearning4j,EricSteinberger,1
rengwuxian/MaterialEditText,IurKwan,1
ReactiveX/RxJava,Rosomack,1
eclipse/jetty.project,wilkinsona,1
Konloch/bytecode-viewer,Gennadiy47,1
flyway/flyway,cbartosiak,1
alibaba/canal,eagle8625,1
apache/hadoop,Abdimaliksk,1
google/google-authenticator,hrondra,1
tronprotocol/java-tron,SparK-Cruz,1
elastic/elasticsearch,marczerbo,1
stfalcon-studio/ChatKit,alanraso,1
jhy/jsoup,akbertram,1
ctripcorp/apollo,warning5,1
jhy/jsoup,creativeprogramming,1
mikepenz/MaterialDrawer,Wolfteam,1
swagger-api/swagger-core,bcluap,1
mongodb/mongo-java-driver,robrua,1
topjohnwu/Magisk,uvera,1
termux/termux-app,RSCipher001,1
DylanVann/react-native-fast-image,UADACID,1
testcontainers/testcontainers-java,DPetrunov,1
graphql-java/graphql-java,gfsilva92,1
openzipkin/zipkin,SergeyKanzhelev,1
google/guava,PhilippWendler,1
alibaba/fastjson,zhzy0077,1
SeleniumHQ/selenium,shamras,1
floragunncom/search-guard,myoung34,1
spring-projects/spring-boot,h3adache,1
immutables/immutables,Bill,1
wix/react-native-navigation,aaahrens,1
hibernate/hibernate-orm,codylerum,1
openhab/openhab1-addons,Jason2866,1
dbeaver/dbeaver,wusc972,1
CymChad/BaseRecyclerViewAdapterHelper,guyunke123,1
rzwitserloot/lombok,TimCorwin,1
Netflix/zuul,weslleyandrade,1
Graylog2/graylog2-server,mariussturm,1
spring-cloud/spring-cloud-netflix,LoyalLee26,1
Freeyourgadget/Gadgetbridge,forkoz,1
square/okhttp,sourabhv,1
tronprotocol/java-tron,herosdroid,1
square/leakcanary,jenverstraete,1
alibaba/fastjson,DreamCartier,1
openzipkin/zipkin,gianarb,1
termux/termux-app,insign,1
JakeWharton/butterknife,JeckChou,1
spring-cloud/spring-cloud-netflix,osmanddas,1
elastic/elasticsearch,AkopovaAnna,1
spring-projects/spring-boot,konghao8013,1
rzwitserloot/lombok,Bekreth,1
rzwitserloot/lombok,jakub-bochenski,1
zxing/zxing,IzzySoft,1
spring-cloud/spring-cloud-netflix,Caratacus,1
spockframework/spock,kriegaex,1
greenrobot/greenDAO,Orbyt,1
react-native-community/react-native-video,garthenweb,1
Netflix/Hystrix,conbrad,1
SeleniumHQ/selenium,scoderp,1
pagehelper/Mybatis-PageHelper,Sleepincoffee,1
FasterXML/jackson-databind,wilkinsona,1
springfox/springfox,tkhalid1,1
spring-projects/spring-data-examples,schauder,1
querydsl/querydsl,chaserb,1
square/retrofit,shantanugithub,1
material-components/material-components-android,derekcz1991,1
google/guava,shahabkondri,1
elastic/elasticsearch,aleph-zero,1
ZieIony/Carbon,MasterPC7,1
arduino/Arduino,bpoag,1
SeleniumHQ/selenium,sjdptn,1
koush/ion,batagliao,1
HoraApps/LeafPic,prakash1307,1
LMAX-Exchange/disruptor,legatoo,1
openhab/openhab1-addons,pistoletov1974,1
JakeWharton/butterknife,felipenazario,1
umano/AndroidSlidingUpPanel,abahl817,1
bumptech/glide,fg2q1q3q,1
owncloud/android,patrickjahns,1
alibaba/druid,cena009,1
code4craft/webmagic,zhuyuesut,1
alibaba/canal,shijiebei2009,1
tronprotocol/java-tron,ajayt6,1
chanjarster/weixin-java-tools,kakotor,1
zo0r/react-native-push-notification,CptFabulouso,1
crazycodeboy/TakePhoto,Xiasm,1
apache/kafka,jaypearson2002,1
wix/react-native-navigation,dVelopment,1
dbeaver/dbeaver,gantir,1
cjlin1/libsvm,lihp11,1
spring-projects/spring-boot,AleixAlcover,1
wix/react-native-navigation,fokoz,1
MinecraftForge/MinecraftForge,Cloudhunter,1
alibaba/druid,weborld,1
bazelbuild/bazel,dclements,1
alibaba/atlas,sunlongda,1
gephi/gephi,arjunsraman,1
stephanenicolas/robospice,bogdanzurac,1
jOOQ/jOOQ,axelfontaine,1
google/physical-web,randelllamont,1
google/ExoPlayer,tonihuotari,1
jfoenixadmin/JFoenix,rwhite226,1
flyway/flyway,ImmanuelRhesa,1
chrisbanes/PhotoView,MarkChan7,1
zjw-swun/AppMethodOrder,Harlber,1
pagehelper/Mybatis-PageHelper,xiaomozhang,1
florent37/CameraFragment,faltada1,1
arduino/Arduino,Ben-Rheinland,1
Nightonke/BoomMenu,huochhunleng,1
Netflix/Hystrix,erikw,1
hankcs/HanLP,heyongcs,1
realm/realm-java,idok595,1
elastic/elasticsearch,sccds,1
jeasonlzy/okhttp-OkGo,chenzixue,1
xetorthio/jedis,cpeeyush,1
DylanVann/react-native-fast-image,tomauty,1
spring-cloud/spring-cloud-netflix,zywj,1
square/okhttp,mohit-sharma-87,1
bumptech/glide,seviu,1
DrKLO/Telegram,drakeet,1
spring-projects/spring-boot,maczikasz,1
AltBeacon/android-beacon-library,iampkuhz,1
PhilJay/MPAndroidChart,indrajitcol,1
react-native-community/react-native-video,B4UGUYS,1
Clans/FloatingActionButton,dizxlabs,1
rzwitserloot/lombok,julianosam,1
jhy/jsoup,crazyguyonabike,1
spring-projects/spring-boot,lazystone,1
Justson/AgentWeb,Chenshuai770,1
SeleniumHQ/selenium,Snigdhaa,1
aritraroy/PatternLockView,aritraroy,1
apache/jmeter,artem-fedorov,1
rubensousa/RecyclerViewSnap,kavidriod,1
MinecraftForge/MinecraftForge,TechnicianLP,1
lingochamp/FileDownloader,yuxingfafu,1
tronprotocol/java-tron,YuurinBee,1
SeleniumHQ/selenium,X6B0ISI09wD4,1
square/okhttp,jemshit,1
google/closure-compiler,dmitrysteblyuk,1
spring-projects/spring-framework,GleyderC,1
alibaba/DataX,liyongcun,1
spring-projects/spring-data-examples,mostafaarefaat,1
hyb1996/Auto.js,lulee007,1
jfoenixadmin/JFoenix,Yingrjimsch,1
TeamNewPipe/NewPipe,SudoLinux,1
